Genome	D2b247B_R1_paired.fastq.gz Read Count
CarAnox_mtb2_1290	16697
CarAnox_mtb2_1542	57
CarAnox_mtb2_1515	41
CarAnox_mtb2_211	20362060
CarAnox_mtb2_485	38
CarAnox_mtb2_46	6613
CarAnox_mtb2_1170	7080537
CarAnox_mtb2_293	438308
CarAnox_mtb2_638	45
CarAnox_mtb2_1548	118159
CarAnox_mtb2_1024	423
CarAnox_mtb2_1251	866
CarAnox_mtb2_1113	7
CarAnox_mtb2_1099	58
CarAnox_mtb2_921	253
CarAnox_mtb2_103	1289
CarAnox_mtb2_952	166782
CarAnox_mtb2_1151	4397
CarAnox_mtb2_1243	423
CarAnox_mtb2_646	664
CarAnox_mtb2_974	261
CarAnox_mtb2_670	22
CarAnox_mtb2_1504	5390
CarAnox_mtb2_933	20
CarAnox_mtb2_861	41
CarAnox_mtb2_1037	5174
CarAnox_mtb2_648	34
CarAnox_mtb2_1224	2329
CarAnox_mtb2_45	2949
CarAnox_mtb2_982	51
CarAnox_mtb2_1588	199
CarAnox_mtb2_422	4687
CarAnox_mtb2_163	172
CarAnox_mtb2_289	1341
CarAnox_mtb2_1148	251666
CarAnox_mtb2_1262	1553
CarAnox_mtb2_254	291
CarAnox_mtb2_28	1625
CarAnox_mtb2_1301	1155
CarAnox_mtb2_1289	1105
CarAnox_mtb2_395	569934
CarAnox_mtb2_1305	25
CarAnox_mtb2_81	1001578
CarAnox_mtb2_724	89
CarAnox_mtb2_331	18140
CarAnox_mtb2_758	84
CarAnox_mtb2_1566	8254
CarAnox_mtb2_723	1086
CarAnox_mtb2_1469	217
CarAnox_mtb2_1276	21
CarAnox_mtb2_1526	3491
CarAnox_mtb2_529	27
CarAnox_mtb2_1100	1627
CarAnox_mtb2_239	9
CarAnox_mtb2_589	202
CarAnox_mtb2_826	98
CarAnox_mtb2_1610	189
CarAnox_mtb2_656	26
CarAnox_mtb2_1540	136247
CarAnox_mtb2_1036	21
CarAnox_mtb2_1014	21912
CarAnox_mtb2_1544	8
CarAnox_mtb2_1584	16
CarAnox_mtb2_1502	23
CarAnox_mtb2_729	782
CarAnox_mtb2_927	81684
CarAnox_mtb2_315	100162
CarAnox_mtb2_102	838
CarAnox_mtb2_1173	96
CarAnox_mtb2_1215	55
CarAnox_mtb2_245	8
CarAnox_mtb2_1108	23
CarAnox_mtb2_34	34
CarAnox_mtb2_815	1416
CarAnox_mtb2_1121	712
CarAnox_mtb2_1583	531699
CarAnox_mtb2_1636	5052
CarAnox_mtb2_1252	13
CarAnox_mtb2_507	32
CarAnox_mtb2_1463	34
CarAnox_mtb2_554	74
CarAnox_mtb2_1365	148
CarAnox_mtb2_564	2996
CarAnox_mtb2_774	152329
CarAnox_mtb2_486	3302
CarAnox_mtb2_811	19
CarAnox_mtb2_661	55
CarAnox_mtb2_1208	3322650
CarAnox_mtb2_1369	861430
CarAnox_mtb2_2	310053
CarAnox_mtb2_1188	1121
CarAnox_mtb2_790	28502
CarAnox_mtb2_1389	36782
CarAnox_mtb2_186	75
CarAnox_mtb2_268	131
CarAnox_mtb2_68	224
CarAnox_mtb2_1039	402
CarAnox_mtb2_215	1868
CarAnox_mtb2_782	100
CarAnox_mtb2_1285	3029
CarAnox_mtb2_1408	88
CarAnox_mtb2_122	5
CarAnox_mtb2_791	680
CarAnox_mtb2_1279	8417
CarAnox_mtb2_120	103
CarAnox_mtb2_375	2017
CarAnox_mtb2_1071	5
CarAnox_mtb2_1499	135
CarAnox_mtb2_1178	8
CarAnox_mtb2_171	4458
CarAnox_mtb2_620	2721
CarAnox_mtb2_48	266
CarAnox_mtb2_435	90
CarAnox_mtb2_1454	516
CarAnox_mtb2_190	176
CarAnox_mtb2_890	32
CarAnox_mtb2_304	28
CarAnox_mtb2_1607	408
CarAnox_mtb2_16	5702570
CarAnox_mtb2_912	15171
CarAnox_mtb2_1016	155
CarAnox_mtb2_265	187
CarAnox_mtb2_857	657
CarAnox_mtb2_755	11198
CarAnox_mtb2_1167	290
CarAnox_mtb2_341	851
CarAnox_mtb2_1374	20
CarAnox_mtb2_867	1847
CarAnox_mtb2_18	10
CarAnox_mtb2_101	363
CarAnox_mtb2_583	342
CarAnox_mtb2_530	8
CarAnox_mtb2_1194	484646
CarAnox_mtb2_560	36
CarAnox_mtb2_737	5
CarAnox_mtb2_302	1409
CarAnox_mtb2_1630	6
CarAnox_mtb2_1535	4379
CarAnox_mtb2_181	157319
CarAnox_mtb2_691	741
CarAnox_mtb2_669	11
CarAnox_mtb2_1441	3034
CarAnox_mtb2_721	130
CarAnox_mtb2_1655	126
CarAnox_mtb2_430	2126
CarAnox_mtb2_567	268
CarAnox_mtb2_931	55
CarAnox_mtb2_1288	98
CarAnox_mtb2_1201	1308
CarAnox_mtb2_1010	60830
CarAnox_mtb2_1618	90
CarAnox_mtb2_970	188
CarAnox_mtb2_1431	740
CarAnox_mtb2_671	45
CarAnox_mtb2_1601	1
CarAnox_mtb2_663	114
CarAnox_mtb2_1123	17
CarAnox_mtb2_972	54999
CarAnox_mtb2_352	113686
CarAnox_mtb2_722	2679
CarAnox_mtb2_329	859
CarAnox_mtb2_1638	44
CarAnox_mtb2_599	5890
CarAnox_mtb2_872	200
CarAnox_mtb2_1531	152
CarAnox_mtb2_779	54
CarAnox_mtb2_672	424124
CarAnox_mtb2_1249	564
CarAnox_mtb2_631	745
CarAnox_mtb2_756	150
CarAnox_mtb2_1366	193545
CarAnox_mtb2_115	4873
CarAnox_mtb2_193	111885
CarAnox_mtb2_846	4098
CarAnox_mtb2_189	1115
CarAnox_mtb2_1190	176744
CarAnox_mtb2_957	357384
CarAnox_mtb2_1506	949
CarAnox_mtb2_1606	1374
CarAnox_mtb2_1350	837
CarAnox_mtb2_196	4463
CarAnox_mtb2_610	4700
CarAnox_mtb2_1384	1571
CarAnox_mtb2_1543	12
CarAnox_mtb2_1116	352
CarAnox_mtb2_879	9526
CarAnox_mtb2_15	357
CarAnox_mtb2_1271	6059
CarAnox_mtb2_1239	1233
CarAnox_mtb2_770	144
CarAnox_mtb2_1534	14776
CarAnox_mtb2_586	1717
CarAnox_mtb2_545	1220625
CarAnox_mtb2_650	1128
CarAnox_mtb2_112	1260
CarAnox_mtb2_1363	2960
CarAnox_mtb2_419	1904
CarAnox_mtb2_629	339
CarAnox_mtb2_1512	17120
CarAnox_mtb2_1092	103385
CarAnox_mtb2_347	406040
CarAnox_mtb2_914	858
CarAnox_mtb2_1089	3059
CarAnox_mtb2_945	1225130
CarAnox_mtb2_697	17
CarAnox_mtb2_658	7
CarAnox_mtb2_403	19
CarAnox_mtb2_3	418
CarAnox_mtb2_598	62
CarAnox_mtb2_495	1307
CarAnox_mtb2_220	167
CarAnox_mtb2_224	311813
CarAnox_mtb2_1628	10861
CarAnox_mtb2_262	22
CarAnox_mtb2_117	442
CarAnox_mtb2_810	86
CarAnox_mtb2_685	29235
CarAnox_mtb2_1056	35
CarAnox_mtb2_1647	143
CarAnox_mtb2_22	80450
CarAnox_mtb2_291	11451
CarAnox_mtb2_690	20192
CarAnox_mtb2_538	46183
CarAnox_mtb2_623	95
CarAnox_mtb2_207	10
CarAnox_mtb2_771	805
CarAnox_mtb2_539	291
CarAnox_mtb2_1421	633
CarAnox_mtb2_777	61
CarAnox_mtb2_27	1148
CarAnox_mtb2_316	16
CarAnox_mtb2_114	74
CarAnox_mtb2_1098	326
CarAnox_mtb2_1316	707673
CarAnox_mtb2_1367	7784
CarAnox_mtb2_662	116
CarAnox_mtb2_547	1135
CarAnox_mtb2_24	1646
CarAnox_mtb2_611	213
CarAnox_mtb2_1524	12058
CarAnox_mtb2_63	64
CarAnox_mtb2_1627	658
CarAnox_mtb2_1437	8549
CarAnox_mtb2_657	10
CarAnox_mtb2_1075	6
CarAnox_mtb2_573	1389
CarAnox_mtb2_613	11
CarAnox_mtb2_651	53
CarAnox_mtb2_183	40
CarAnox_mtb2_772	731
CarAnox_mtb2_314	3132
CarAnox_mtb2_1242	246
CarAnox_mtb2_386	2319
CarAnox_mtb2_503	32
CarAnox_mtb2_1219	395
CarAnox_mtb2_1576	889
CarAnox_mtb2_1299	38222
CarAnox_mtb2_242	20089
CarAnox_mtb2_754	280
CarAnox_mtb2_236	170
CarAnox_mtb2_470	28
CarAnox_mtb2_1286	5548
CarAnox_mtb2_753	276997
CarAnox_mtb2_604	894
CarAnox_mtb2_51	20
CarAnox_mtb2_335	836108
CarAnox_mtb2_548	83
CarAnox_mtb2_652	64350
CarAnox_mtb2_757	3246
CarAnox_mtb2_712	4248
CarAnox_mtb2_1130	3
CarAnox_mtb2_1359	5969
CarAnox_mtb2_916	24634
CarAnox_mtb2_1050	1696
CarAnox_mtb2_1155	38
CarAnox_mtb2_317	663
CarAnox_mtb2_544	7044710
CarAnox_mtb2_1527	4520
CarAnox_mtb2_1400	858
CarAnox_mtb2_1179	93
CarAnox_mtb2_1083	265
CarAnox_mtb2_78	3451
CarAnox_mtb2_20	54362
CarAnox_mtb2_379	366
CarAnox_mtb2_955	324
CarAnox_mtb2_490	355
CarAnox_mtb2_841	38094
CarAnox_mtb2_1250	437
CarAnox_mtb2_893	22
CarAnox_mtb2_601	1427
CarAnox_mtb2_552	653
CarAnox_mtb2_832	499
CarAnox_mtb2_880	7482
CarAnox_mtb2_1521	11
CarAnox_mtb2_94	6041
CarAnox_mtb2_226	131
CarAnox_mtb2_1117	1769182
CarAnox_mtb2_1388	5
CarAnox_mtb2_561	669
CarAnox_mtb2_453	54
CarAnox_mtb2_1478	125
CarAnox_mtb2_21	13005
CarAnox_mtb2_803	1317846
CarAnox_mtb2_775	501
CarAnox_mtb2_606	171
CarAnox_mtb2_1681	47976
CarAnox_mtb2_748	292
CarAnox_mtb2_38	1031
CarAnox_mtb2_180	22712
CarAnox_mtb2_925	60
CarAnox_mtb2_420	0
CarAnox_mtb2_1549	3560
CarAnox_mtb2_1684	7206
CarAnox_mtb2_591	7197
CarAnox_mtb2_1079	2797
CarAnox_mtb2_983	9170
CarAnox_mtb2_1171	215
CarAnox_mtb2_62	557
CarAnox_mtb2_885	129023
CarAnox_mtb2_563	416
CarAnox_mtb2_1508	228
CarAnox_mtb2_1007	567
CarAnox_mtb2_1413	208
CarAnox_mtb2_923	4510
CarAnox_mtb2_1033	32
CarAnox_mtb2_628	5323
CarAnox_mtb2_214	31
CarAnox_mtb2_1432	36
CarAnox_mtb2_32	2056
CarAnox_mtb2_742	84
CarAnox_mtb2_864	191159
CarAnox_mtb2_1554	23
CarAnox_mtb2_1372	7
CarAnox_mtb2_330	43
CarAnox_mtb2_1371	1059
CarAnox_mtb2_1605	10963
CarAnox_mtb2_718	104
CarAnox_mtb2_751	152
CarAnox_mtb2_1593	596
CarAnox_mtb2_13	13499
CarAnox_mtb2_1414	994
CarAnox_mtb2_979	55652
CarAnox_mtb2_688	71
CarAnox_mtb2_86	14
CarAnox_mtb2_198	165
CarAnox_mtb2_522	491
CarAnox_mtb2_504	173
CarAnox_mtb2_732	146
CarAnox_mtb2_975	56119
CarAnox_mtb2_692	8465
CarAnox_mtb2_895	2589
CarAnox_mtb2_1322	82232
CarAnox_mtb2_1003	389
CarAnox_mtb2_1433	2556
CarAnox_mtb2_854	98
CarAnox_mtb2_1067	58
CarAnox_mtb2_1254	96
CarAnox_mtb2_109	531016
CarAnox_mtb2_1131	2160
CarAnox_mtb2_956	25
CarAnox_mtb2_1507	13876
CarAnox_mtb2_862	22
CarAnox_mtb2_907	581
CarAnox_mtb2_1569	281955
CarAnox_mtb2_1015	45
CarAnox_mtb2_1428	508
CarAnox_mtb2_1226	171
CarAnox_mtb2_481	14
CarAnox_mtb2_151	164
CarAnox_mtb2_334	2020
CarAnox_mtb2_1465	5912
CarAnox_mtb2_937	167
CarAnox_mtb2_76	333
CarAnox_mtb2_524	90
CarAnox_mtb2_1334	30756
CarAnox_mtb2_1183	116
CarAnox_mtb2_459	532
CarAnox_mtb2_743	1256
CarAnox_mtb2_1429	148
CarAnox_mtb2_14	100
CarAnox_mtb2_1320	6113
CarAnox_mtb2_336	27990
CarAnox_mtb2_1562	1958
CarAnox_mtb2_213	250905
CarAnox_mtb2_83	100
CarAnox_mtb2_164	41
CarAnox_mtb2_313	5974
CarAnox_mtb2_400	152
CarAnox_mtb2_421	161
CarAnox_mtb2_1600	25402
CarAnox_mtb2_888	200
CarAnox_mtb2_1536	300
CarAnox_mtb2_1101	49
CarAnox_mtb2_707	29047
CarAnox_mtb2_153	28
CarAnox_mtb2_786	41288
CarAnox_mtb2_206	576
CarAnox_mtb2_557	27
CarAnox_mtb2_349	354
CarAnox_mtb2_1053	80
CarAnox_mtb2_301	590
CarAnox_mtb2_809	4892
CarAnox_mtb2_1556	1047
CarAnox_mtb2_128	270
CarAnox_mtb2_1446	90
CarAnox_mtb2_1552	4103
CarAnox_mtb2_1559	4140
CarAnox_mtb2_1679	257910
CarAnox_mtb2_1425	366
CarAnox_mtb2_516	47
CarAnox_mtb2_941	4350
CarAnox_mtb2_828	87
CarAnox_mtb2_739	1292
CarAnox_mtb2_1274	3293
CarAnox_mtb2_30	254
CarAnox_mtb2_750	6248
CarAnox_mtb2_608	183
CarAnox_mtb2_572	44389
CarAnox_mtb2_1146	34
CarAnox_mtb2_1398	4428
CarAnox_mtb2_596	26
CarAnox_mtb2_243	260
CarAnox_mtb2_1149	25
CarAnox_mtb2_361	46
CarAnox_mtb2_938	79
CarAnox_mtb2_908	65216
CarAnox_mtb2_121	3031
CarAnox_mtb2_713	39
CarAnox_mtb2_1080	76
CarAnox_mtb2_781	57421
CarAnox_mtb2_798	9518
CarAnox_mtb2_1422	150
CarAnox_mtb2_996	34235
CarAnox_mtb2_535	25
CarAnox_mtb2_1253	169
CarAnox_mtb2_715	60
CarAnox_mtb2_621	267
CarAnox_mtb2_1042	177
CarAnox_mtb2_614	14822
CarAnox_mtb2_1447	164997
CarAnox_mtb2_116	7964
CarAnox_mtb2_244	43
CarAnox_mtb2_704	42
CarAnox_mtb2_492	1348936
CarAnox_mtb2_1352	105
CarAnox_mtb2_768	27
CarAnox_mtb2_853	11955
CarAnox_mtb2_31	214
CarAnox_mtb2_464	101
CarAnox_mtb2_942	207
CarAnox_mtb2_1019	78
CarAnox_mtb2_1375	27
CarAnox_mtb2_310	22980
CarAnox_mtb2_1268	58
CarAnox_mtb2_636	2235
CarAnox_mtb2_512	6
CarAnox_mtb2_595	150294
CarAnox_mtb2_1284	14
CarAnox_mtb2_59	1947004
CarAnox_mtb2_1105	2059
CarAnox_mtb2_719	204
CarAnox_mtb2_1356	17
CarAnox_mtb2_1570	944
CarAnox_mtb2_1503	44
CarAnox_mtb2_1244	65828
CarAnox_mtb2_1109	626
CarAnox_mtb2_216	246723
CarAnox_mtb2_660	22
CarAnox_mtb2_820	9169
CarAnox_mtb2_762	47
CarAnox_mtb2_1264	505
CarAnox_mtb2_997	9331
CarAnox_mtb2_42	65
CarAnox_mtb2_1263	142
CarAnox_mtb2_292	101
CarAnox_mtb2_1649	43
CarAnox_mtb2_1604	198
CarAnox_mtb2_1464	4757
CarAnox_mtb2_1392	35
CarAnox_mtb2_1225	199501
CarAnox_mtb2_479	475
CarAnox_mtb2_740	5889
CarAnox_mtb2_1220	693344
CarAnox_mtb2_616	8105
CarAnox_mtb2_1419	192727
CarAnox_mtb2_423	369
CarAnox_mtb2_358	3576
CarAnox_mtb2_343	76
CarAnox_mtb2_920	3
CarAnox_mtb2_463	765
CarAnox_mtb2_1423	1849
CarAnox_mtb2_633	298
CarAnox_mtb2_868	2762
CarAnox_mtb2_1650	523
CarAnox_mtb2_1415	7302
CarAnox_mtb2_877	21
CarAnox_mtb2_147	1890
CarAnox_mtb2_1518	146
CarAnox_mtb2_1270	287
CarAnox_mtb2_1438	103731
CarAnox_mtb2_959	1733
CarAnox_mtb2_1246	21609
CarAnox_mtb2_971	35
CarAnox_mtb2_1057	2284
CarAnox_mtb2_645	7231
CarAnox_mtb2_501	1965
CarAnox_mtb2_43	2246
CarAnox_mtb2_1579	14
CarAnox_mtb2_99	8816
CarAnox_mtb2_1538	4
CarAnox_mtb2_603	74509
CarAnox_mtb2_568	7
CarAnox_mtb2_1594	38
CarAnox_mtb2_154	35
CarAnox_mtb2_944	3503
CarAnox_mtb2_785	597
CarAnox_mtb2_741	5854874
CarAnox_mtb2_954	138
CarAnox_mtb2_1214	540
CarAnox_mtb2_218	126
CarAnox_mtb2_428	4159
CarAnox_mtb2_382	161224
CarAnox_mtb2_187	39987
CarAnox_mtb2_275	73
CarAnox_mtb2_1312	3544
CarAnox_mtb2_1002	3322
CarAnox_mtb2_281	116
CarAnox_mtb2_1394	20
CarAnox_mtb2_1283	371212
CarAnox_mtb2_1221	106
CarAnox_mtb2_929	81
CarAnox_mtb2_773	542537
CarAnox_mtb2_1620	15
CarAnox_mtb2_804	58
CarAnox_mtb2_1528	63
CarAnox_mtb2_47	71
CarAnox_mtb2_418	132375
CarAnox_mtb2_1510	631
CarAnox_mtb2_205	433822
CarAnox_mtb2_919	14437
CarAnox_mtb2_406	19
CarAnox_mtb2_1509	2034
CarAnox_mtb2_824	45
CarAnox_mtb2_106	382
CarAnox_mtb2_1396	4090
CarAnox_mtb2_1551	15428
CarAnox_mtb2_1199	90
CarAnox_mtb2_451	105
CarAnox_mtb2_1564	301
CarAnox_mtb2_200	4008
CarAnox_mtb2_110	100
CarAnox_mtb2_1578	9
CarAnox_mtb2_769	195
CarAnox_mtb2_541	452282
CarAnox_mtb2_946	11505
CarAnox_mtb2_699	44
CarAnox_mtb2_499	10
CarAnox_mtb2_1023	4761
CarAnox_mtb2_209	1005537
CarAnox_mtb2_654	4262
CarAnox_mtb2_1261	60
CarAnox_mtb2_728	76685
CarAnox_mtb2_1162	3
CarAnox_mtb2_1302	132
CarAnox_mtb2_259	19
CarAnox_mtb2_1353	8899
CarAnox_mtb2_1424	269
CarAnox_mtb2_49	2402
