Genome	D3b295A_R1_paired.fastq.gz Read Count
CarAnox_mtb2_1290	2601
CarAnox_mtb2_1542	73150
CarAnox_mtb2_1515	445355
CarAnox_mtb2_211	3840197
CarAnox_mtb2_485	10577
CarAnox_mtb2_46	1753
CarAnox_mtb2_1170	360194
CarAnox_mtb2_293	3704
CarAnox_mtb2_638	328
CarAnox_mtb2_1548	1933
CarAnox_mtb2_1024	70
CarAnox_mtb2_1251	19160
CarAnox_mtb2_1113	734
CarAnox_mtb2_1099	34887
CarAnox_mtb2_921	15507
CarAnox_mtb2_103	1461
CarAnox_mtb2_952	872
CarAnox_mtb2_1151	25550
CarAnox_mtb2_1243	336
CarAnox_mtb2_646	45185
CarAnox_mtb2_974	83
CarAnox_mtb2_670	10192
CarAnox_mtb2_1504	8449
CarAnox_mtb2_933	7695
CarAnox_mtb2_861	56
CarAnox_mtb2_1037	145781
CarAnox_mtb2_648	16467
CarAnox_mtb2_1224	1718
CarAnox_mtb2_45	858
CarAnox_mtb2_982	807
CarAnox_mtb2_1588	229
CarAnox_mtb2_422	2976
CarAnox_mtb2_163	109
CarAnox_mtb2_289	35590
CarAnox_mtb2_1148	2726
CarAnox_mtb2_1262	1470
CarAnox_mtb2_254	4829
CarAnox_mtb2_28	234351
CarAnox_mtb2_1301	307800
CarAnox_mtb2_1289	889
CarAnox_mtb2_395	43090
CarAnox_mtb2_1305	443
CarAnox_mtb2_81	352260
CarAnox_mtb2_724	86
CarAnox_mtb2_331	303
CarAnox_mtb2_758	805
CarAnox_mtb2_1566	4505
CarAnox_mtb2_723	37595
CarAnox_mtb2_1469	235
CarAnox_mtb2_1276	19
CarAnox_mtb2_1526	8094
CarAnox_mtb2_529	10963
CarAnox_mtb2_1100	4196
CarAnox_mtb2_239	156
CarAnox_mtb2_589	65704
CarAnox_mtb2_826	2410
CarAnox_mtb2_1610	253
CarAnox_mtb2_656	6
CarAnox_mtb2_1540	2290
CarAnox_mtb2_1036	13920
CarAnox_mtb2_1014	2287
CarAnox_mtb2_1544	238
CarAnox_mtb2_1584	2962
CarAnox_mtb2_1502	38
CarAnox_mtb2_729	580
CarAnox_mtb2_927	1789
CarAnox_mtb2_315	139735
CarAnox_mtb2_102	515523
CarAnox_mtb2_1173	87
CarAnox_mtb2_1215	14041
CarAnox_mtb2_245	450
CarAnox_mtb2_1108	7
CarAnox_mtb2_34	10510
CarAnox_mtb2_815	952
CarAnox_mtb2_1121	253
CarAnox_mtb2_1583	13782
CarAnox_mtb2_1636	40912
CarAnox_mtb2_1252	12442
CarAnox_mtb2_507	46
CarAnox_mtb2_1463	19947
CarAnox_mtb2_554	2905
CarAnox_mtb2_1365	1190
CarAnox_mtb2_564	890
CarAnox_mtb2_774	4261
CarAnox_mtb2_486	773
CarAnox_mtb2_811	5422
CarAnox_mtb2_661	57
CarAnox_mtb2_1208	95347
CarAnox_mtb2_1369	202067
CarAnox_mtb2_2	1513
CarAnox_mtb2_1188	48744
CarAnox_mtb2_790	10937
CarAnox_mtb2_1389	1608
CarAnox_mtb2_186	6193
CarAnox_mtb2_268	115376
CarAnox_mtb2_68	365
CarAnox_mtb2_1039	74
CarAnox_mtb2_215	17764
CarAnox_mtb2_782	39783
CarAnox_mtb2_1285	1184
CarAnox_mtb2_1408	1935
CarAnox_mtb2_122	34935
CarAnox_mtb2_791	99
CarAnox_mtb2_1279	6372
CarAnox_mtb2_120	62
CarAnox_mtb2_375	311
CarAnox_mtb2_1071	675
CarAnox_mtb2_1499	55
CarAnox_mtb2_1178	13
CarAnox_mtb2_171	3630
CarAnox_mtb2_620	931
CarAnox_mtb2_48	296
CarAnox_mtb2_435	30210
CarAnox_mtb2_1454	277668
CarAnox_mtb2_190	69259
CarAnox_mtb2_890	404
CarAnox_mtb2_304	24
CarAnox_mtb2_1607	462
CarAnox_mtb2_16	62480
CarAnox_mtb2_912	11625
CarAnox_mtb2_1016	34834
CarAnox_mtb2_265	10105
CarAnox_mtb2_857	759
CarAnox_mtb2_755	7583
CarAnox_mtb2_1167	507
CarAnox_mtb2_341	373
CarAnox_mtb2_1374	19
CarAnox_mtb2_867	3528
CarAnox_mtb2_18	317
CarAnox_mtb2_101	21883
CarAnox_mtb2_583	3386
CarAnox_mtb2_530	4270
CarAnox_mtb2_1194	8626
CarAnox_mtb2_560	3679
CarAnox_mtb2_737	44
CarAnox_mtb2_302	886
CarAnox_mtb2_1630	779
CarAnox_mtb2_1535	1326
CarAnox_mtb2_181	740
CarAnox_mtb2_691	914
CarAnox_mtb2_669	370
CarAnox_mtb2_1441	224961
CarAnox_mtb2_721	676
CarAnox_mtb2_1655	292
CarAnox_mtb2_430	415
CarAnox_mtb2_567	346
CarAnox_mtb2_931	59796
CarAnox_mtb2_1288	101
CarAnox_mtb2_1201	10408
CarAnox_mtb2_1010	306
CarAnox_mtb2_1618	71263
CarAnox_mtb2_970	41
CarAnox_mtb2_1431	26619
CarAnox_mtb2_671	1036
CarAnox_mtb2_1601	1351
CarAnox_mtb2_663	5391
CarAnox_mtb2_1123	71
CarAnox_mtb2_972	3329
CarAnox_mtb2_352	239196
CarAnox_mtb2_722	3722
CarAnox_mtb2_329	441
CarAnox_mtb2_1638	274
CarAnox_mtb2_599	3367
CarAnox_mtb2_872	68
CarAnox_mtb2_1531	95807
CarAnox_mtb2_779	11
CarAnox_mtb2_672	87068
CarAnox_mtb2_1249	413552
CarAnox_mtb2_631	963
CarAnox_mtb2_756	637175
CarAnox_mtb2_1366	3538
CarAnox_mtb2_115	102629
CarAnox_mtb2_193	1846
CarAnox_mtb2_846	1149
CarAnox_mtb2_189	100340
CarAnox_mtb2_1190	25347
CarAnox_mtb2_957	12066
CarAnox_mtb2_1506	321
CarAnox_mtb2_1606	3423
CarAnox_mtb2_1350	9604
CarAnox_mtb2_196	14178
CarAnox_mtb2_610	1018
CarAnox_mtb2_1384	23464
CarAnox_mtb2_1543	1381
CarAnox_mtb2_1116	1567336
CarAnox_mtb2_879	13476
CarAnox_mtb2_15	366
CarAnox_mtb2_1271	3684
CarAnox_mtb2_1239	87069
CarAnox_mtb2_770	195
CarAnox_mtb2_1534	48496
CarAnox_mtb2_586	265
CarAnox_mtb2_545	106553
CarAnox_mtb2_650	41640
CarAnox_mtb2_112	634
CarAnox_mtb2_1363	1803
CarAnox_mtb2_419	592
CarAnox_mtb2_629	577
CarAnox_mtb2_1512	2358
CarAnox_mtb2_1092	277608
CarAnox_mtb2_347	3737
CarAnox_mtb2_914	1714
CarAnox_mtb2_1089	1880
CarAnox_mtb2_945	344260
CarAnox_mtb2_697	1954
CarAnox_mtb2_658	9522
CarAnox_mtb2_403	64575
CarAnox_mtb2_3	15146
CarAnox_mtb2_598	393
CarAnox_mtb2_495	122
CarAnox_mtb2_220	1095
CarAnox_mtb2_224	2214
CarAnox_mtb2_1628	346
CarAnox_mtb2_262	41999
CarAnox_mtb2_117	352
CarAnox_mtb2_810	17526
CarAnox_mtb2_685	1488
CarAnox_mtb2_1056	3634
CarAnox_mtb2_1647	732
CarAnox_mtb2_22	2734
CarAnox_mtb2_291	5017
CarAnox_mtb2_690	973
CarAnox_mtb2_538	160
CarAnox_mtb2_623	64
CarAnox_mtb2_207	4945
CarAnox_mtb2_771	15119
CarAnox_mtb2_539	83219
CarAnox_mtb2_1421	299
CarAnox_mtb2_777	17282
CarAnox_mtb2_27	175721
CarAnox_mtb2_316	13
CarAnox_mtb2_114	375
CarAnox_mtb2_1098	3553
CarAnox_mtb2_1316	147256
CarAnox_mtb2_1367	3070
CarAnox_mtb2_662	705
CarAnox_mtb2_547	72557
CarAnox_mtb2_24	363069
CarAnox_mtb2_611	2724
CarAnox_mtb2_1524	14139
CarAnox_mtb2_63	53
CarAnox_mtb2_1627	778
CarAnox_mtb2_1437	1322
CarAnox_mtb2_657	161202
CarAnox_mtb2_1075	5193
CarAnox_mtb2_573	2929
CarAnox_mtb2_613	2192
CarAnox_mtb2_651	263613
CarAnox_mtb2_183	3
CarAnox_mtb2_772	113004
CarAnox_mtb2_314	1838
CarAnox_mtb2_1242	303804
CarAnox_mtb2_386	6492
CarAnox_mtb2_503	5165
CarAnox_mtb2_1219	15030
CarAnox_mtb2_1576	72
CarAnox_mtb2_1299	16489
CarAnox_mtb2_242	1281
CarAnox_mtb2_754	616
CarAnox_mtb2_236	14832
CarAnox_mtb2_470	79
CarAnox_mtb2_1286	64579
CarAnox_mtb2_753	1367
CarAnox_mtb2_604	193419
CarAnox_mtb2_51	1111
CarAnox_mtb2_335	9822
CarAnox_mtb2_548	37572
CarAnox_mtb2_652	165086
CarAnox_mtb2_757	6070
CarAnox_mtb2_712	940
CarAnox_mtb2_1130	10
CarAnox_mtb2_1359	29894
CarAnox_mtb2_916	15987
CarAnox_mtb2_1050	1579
CarAnox_mtb2_1155	677
CarAnox_mtb2_317	190
CarAnox_mtb2_544	93734
CarAnox_mtb2_1527	1268
CarAnox_mtb2_1400	95
CarAnox_mtb2_1179	227
CarAnox_mtb2_1083	231
CarAnox_mtb2_78	21730
CarAnox_mtb2_20	15716
CarAnox_mtb2_379	1372
CarAnox_mtb2_955	1256
CarAnox_mtb2_490	3751
CarAnox_mtb2_841	4528
CarAnox_mtb2_1250	15169
CarAnox_mtb2_893	5737
CarAnox_mtb2_601	1496
CarAnox_mtb2_552	567
CarAnox_mtb2_832	43211
CarAnox_mtb2_880	4863
CarAnox_mtb2_1521	134189
CarAnox_mtb2_94	21105
CarAnox_mtb2_226	80
CarAnox_mtb2_1117	9262
CarAnox_mtb2_1388	172
CarAnox_mtb2_561	416
CarAnox_mtb2_453	150985
CarAnox_mtb2_1478	148
CarAnox_mtb2_21	11382
CarAnox_mtb2_803	163427
CarAnox_mtb2_775	244
CarAnox_mtb2_606	733
CarAnox_mtb2_1681	3622
CarAnox_mtb2_748	72
CarAnox_mtb2_38	278
CarAnox_mtb2_180	1019
CarAnox_mtb2_925	83252
CarAnox_mtb2_420	39
CarAnox_mtb2_1549	42440
CarAnox_mtb2_1684	2642
CarAnox_mtb2_591	4778
CarAnox_mtb2_1079	1078
CarAnox_mtb2_983	1497
CarAnox_mtb2_1171	187
CarAnox_mtb2_62	127
CarAnox_mtb2_885	3459
CarAnox_mtb2_563	20367
CarAnox_mtb2_1508	2665
CarAnox_mtb2_1007	6262
CarAnox_mtb2_1413	146
CarAnox_mtb2_923	1885
CarAnox_mtb2_1033	44260
CarAnox_mtb2_628	952
CarAnox_mtb2_214	6518
CarAnox_mtb2_1432	82118
CarAnox_mtb2_32	538
CarAnox_mtb2_742	217
CarAnox_mtb2_864	2987
CarAnox_mtb2_1554	515
CarAnox_mtb2_1372	150
CarAnox_mtb2_330	60
CarAnox_mtb2_1371	132
CarAnox_mtb2_1605	34018
CarAnox_mtb2_718	6
CarAnox_mtb2_751	89270
CarAnox_mtb2_1593	147443
CarAnox_mtb2_13	7473
CarAnox_mtb2_1414	1307
CarAnox_mtb2_979	9048
CarAnox_mtb2_688	2224
CarAnox_mtb2_86	177
CarAnox_mtb2_198	9780
CarAnox_mtb2_522	2385
CarAnox_mtb2_504	1393
CarAnox_mtb2_732	517
CarAnox_mtb2_975	9245
CarAnox_mtb2_692	2835
CarAnox_mtb2_895	599
CarAnox_mtb2_1322	1282
CarAnox_mtb2_1003	95303
CarAnox_mtb2_1433	2259
CarAnox_mtb2_854	79
CarAnox_mtb2_1067	37
CarAnox_mtb2_1254	96149
CarAnox_mtb2_109	6456
CarAnox_mtb2_1131	925
CarAnox_mtb2_956	190
CarAnox_mtb2_1507	404
CarAnox_mtb2_862	16284
CarAnox_mtb2_907	1511
CarAnox_mtb2_1569	4235
CarAnox_mtb2_1015	1074
CarAnox_mtb2_1428	122313
CarAnox_mtb2_1226	60831
CarAnox_mtb2_481	1927
CarAnox_mtb2_151	171930
CarAnox_mtb2_334	3758
CarAnox_mtb2_1465	251
CarAnox_mtb2_937	128
CarAnox_mtb2_76	8265
CarAnox_mtb2_524	2801
CarAnox_mtb2_1334	4630
CarAnox_mtb2_1183	160871
CarAnox_mtb2_459	102
CarAnox_mtb2_743	99463
CarAnox_mtb2_1429	60770
CarAnox_mtb2_14	11829
CarAnox_mtb2_1320	25527
CarAnox_mtb2_336	8752
CarAnox_mtb2_1562	6393
CarAnox_mtb2_213	76449
CarAnox_mtb2_83	7732
CarAnox_mtb2_164	165
CarAnox_mtb2_313	39505
CarAnox_mtb2_400	16233
CarAnox_mtb2_421	45
CarAnox_mtb2_1600	5495
CarAnox_mtb2_888	19886
CarAnox_mtb2_1536	661
CarAnox_mtb2_1101	22
CarAnox_mtb2_707	11705
CarAnox_mtb2_153	916
CarAnox_mtb2_786	3443
CarAnox_mtb2_206	302806
CarAnox_mtb2_557	12
CarAnox_mtb2_349	94937
CarAnox_mtb2_1053	272734
CarAnox_mtb2_301	542
CarAnox_mtb2_809	3089
CarAnox_mtb2_1556	63936
CarAnox_mtb2_128	16588
CarAnox_mtb2_1446	182
CarAnox_mtb2_1552	3347
CarAnox_mtb2_1559	6704
CarAnox_mtb2_1679	3348
CarAnox_mtb2_1425	271
CarAnox_mtb2_516	25
CarAnox_mtb2_941	2737
CarAnox_mtb2_828	8400
CarAnox_mtb2_739	1127
CarAnox_mtb2_1274	763
CarAnox_mtb2_30	125
CarAnox_mtb2_750	3650
CarAnox_mtb2_608	1344
CarAnox_mtb2_572	65
CarAnox_mtb2_1146	674
CarAnox_mtb2_1398	10485
CarAnox_mtb2_596	14729
CarAnox_mtb2_243	119776
CarAnox_mtb2_1149	60782
CarAnox_mtb2_361	93
CarAnox_mtb2_938	3332
CarAnox_mtb2_908	83246
CarAnox_mtb2_121	3379
CarAnox_mtb2_713	18781
CarAnox_mtb2_1080	25
CarAnox_mtb2_781	5333
CarAnox_mtb2_798	5557
CarAnox_mtb2_1422	262
CarAnox_mtb2_996	1437576
CarAnox_mtb2_535	1770
CarAnox_mtb2_1253	261
CarAnox_mtb2_715	1750
CarAnox_mtb2_621	81727
CarAnox_mtb2_1042	9563
CarAnox_mtb2_614	1281
CarAnox_mtb2_1447	13346
CarAnox_mtb2_116	4140
CarAnox_mtb2_244	759
CarAnox_mtb2_704	31850
CarAnox_mtb2_492	49331
CarAnox_mtb2_1352	82
CarAnox_mtb2_768	34
CarAnox_mtb2_853	1581
CarAnox_mtb2_31	473
CarAnox_mtb2_464	50692
CarAnox_mtb2_942	383
CarAnox_mtb2_1019	174
CarAnox_mtb2_1375	19126
CarAnox_mtb2_310	3090
CarAnox_mtb2_1268	4604
CarAnox_mtb2_636	1827
CarAnox_mtb2_512	28
CarAnox_mtb2_595	1657
CarAnox_mtb2_1284	306
CarAnox_mtb2_59	46261
CarAnox_mtb2_1105	633
CarAnox_mtb2_719	181
CarAnox_mtb2_1356	9063
CarAnox_mtb2_1570	406
CarAnox_mtb2_1503	19
CarAnox_mtb2_1244	657
CarAnox_mtb2_1109	14070
CarAnox_mtb2_216	8830
CarAnox_mtb2_660	22
CarAnox_mtb2_820	16101
CarAnox_mtb2_762	10
CarAnox_mtb2_1264	6943
CarAnox_mtb2_997	21
CarAnox_mtb2_42	42436
CarAnox_mtb2_1263	322
CarAnox_mtb2_292	258769
CarAnox_mtb2_1649	24
CarAnox_mtb2_1604	22
CarAnox_mtb2_1464	1254
CarAnox_mtb2_1392	365
CarAnox_mtb2_1225	6230
CarAnox_mtb2_479	107
CarAnox_mtb2_740	2985
CarAnox_mtb2_1220	3408
CarAnox_mtb2_616	1222
CarAnox_mtb2_1419	2407
CarAnox_mtb2_423	305
CarAnox_mtb2_358	1848
CarAnox_mtb2_343	1683
CarAnox_mtb2_920	323
CarAnox_mtb2_463	2535
CarAnox_mtb2_1423	3422
CarAnox_mtb2_633	43832
CarAnox_mtb2_868	746
CarAnox_mtb2_1650	861
CarAnox_mtb2_1415	551
CarAnox_mtb2_877	99646
CarAnox_mtb2_147	549
CarAnox_mtb2_1518	99484
CarAnox_mtb2_1270	284072
CarAnox_mtb2_1438	665
CarAnox_mtb2_959	498
CarAnox_mtb2_1246	2596
CarAnox_mtb2_971	222
CarAnox_mtb2_1057	1138
CarAnox_mtb2_645	1212
CarAnox_mtb2_501	4033
CarAnox_mtb2_43	3663
CarAnox_mtb2_1579	10752
CarAnox_mtb2_99	2487
CarAnox_mtb2_1538	23
CarAnox_mtb2_603	2781
CarAnox_mtb2_568	372
CarAnox_mtb2_1594	149
CarAnox_mtb2_154	25440
CarAnox_mtb2_944	3533
CarAnox_mtb2_785	285
CarAnox_mtb2_741	554617
CarAnox_mtb2_954	141672
CarAnox_mtb2_1214	572
CarAnox_mtb2_218	142153
CarAnox_mtb2_428	5483
CarAnox_mtb2_382	7266
CarAnox_mtb2_187	2216
CarAnox_mtb2_275	18
CarAnox_mtb2_1312	616
CarAnox_mtb2_1002	790337
CarAnox_mtb2_281	68131
CarAnox_mtb2_1394	217
CarAnox_mtb2_1283	70332
CarAnox_mtb2_1221	25
CarAnox_mtb2_929	182583
CarAnox_mtb2_773	9416
CarAnox_mtb2_1620	1090
CarAnox_mtb2_804	1744
CarAnox_mtb2_1528	29413
CarAnox_mtb2_47	1438
CarAnox_mtb2_418	3222
CarAnox_mtb2_1510	1429
CarAnox_mtb2_205	4145
CarAnox_mtb2_919	1256
CarAnox_mtb2_406	7965
CarAnox_mtb2_1509	1555
CarAnox_mtb2_824	4726
CarAnox_mtb2_106	137
CarAnox_mtb2_1396	9029
CarAnox_mtb2_1551	74541
CarAnox_mtb2_1199	464536
CarAnox_mtb2_451	278
CarAnox_mtb2_1564	58
CarAnox_mtb2_200	12671
CarAnox_mtb2_110	36426
CarAnox_mtb2_1578	8161
CarAnox_mtb2_769	42
CarAnox_mtb2_541	153468
CarAnox_mtb2_946	1182
CarAnox_mtb2_699	38
CarAnox_mtb2_499	35
CarAnox_mtb2_1023	1980
CarAnox_mtb2_209	17368
CarAnox_mtb2_654	6510
CarAnox_mtb2_1261	16182
CarAnox_mtb2_728	226955
CarAnox_mtb2_1162	2624
CarAnox_mtb2_1302	64980
CarAnox_mtb2_259	993
CarAnox_mtb2_1353	2613
CarAnox_mtb2_1424	7865
CarAnox_mtb2_49	2327
